"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","InformationSheet","consent","ideology","left_right","party","national_pride_1","national_pride_2","ac1","ft_trump","ft_biden","ft_anti_vaxxers","ft_climate_activists","ft_undoc_im","ft_doc_im","ft_unions","randomisation","transitionVignettes","TransitionControl","V1demxval","V2demxsec","V3repxval","V4repxsec","Control","integrvalues","geneq","sexconsent","integrlanguage","placebo_corporate_tax","ac2","pride_western_values","muslim1","muslim2","latino1","latino2","diversity","perceived_value_clash","mc1_party","mc1_party_other","mc2_latinos","mc2_muslims","mc2_western_europeans","mc2_africans","mc2_eastern_europeans","mc2_me_na","mc2_mexicans","mc2_americans","mc2_woman","mc2_asians","mc2_whites","mc2_blacks","mc2_men","mc2_other","mc3_threat","mc3_other","parents_born","residence","residence_other","education","education_other","employment_status","employment_status_other","household_income","race","race_other","gender","gender_other","debriefing","end","interviewtime","groupTime192","ProlificPIDTime","ProlificSessionIDTime","ProlificStudyIDTime","groupTime191","InformationSheetTime","consentTime","groupTime193","Q1Time","Q2Time","Q3Time","Q5Time","groupTime194","Q6Time","groupTime203","gleichungTime","groupTime202","transitionVignettesTime","TransitionControlTime","groupTime196","V1demxvalTime","V2demxsecTime","V3repxvalTime","V4repxsecTime","ControlTime","groupTime197","Q7Time","Q8Time","groupTime198","Q11Time","Q12Time","Q13Time","groupTime199","MC1Time","MC2Time","MC3Time","groupTime195","QD1Time","QD2Time","QD3Time","QD4Time","QD5Time","QD6Time","QD7Time","groupTime200","debriefingTime","endTime","prolific_submission_id","prolific_review_status","Custom study tncs accepted at","prolific_start","prolific_end","prolific_review_date","prolific_archived_date","duration","prolific_completion_code","prolific_total_approvals","prolific_political_spectrum","age","prolific_sex","ethnicity","country_of_birth","country_of_residence","nationality","language","student_status","prolific_employment_status","immigration","imm_pro_con","immigration_dichot","treatment","integration","genderpolicies","latino1_reversed","latino","muslim","left_right_collapsed","left_right_five","gender_extended","gender_collapsed","party_collapsed","party_collapsed_num","born_us","continent_of_birth","imm_background","race_collapsed","race_labelled","race_collapsed_label","merged_race","cohort_labelled","cohort_num","residence_collapsed","residence_collapsed_label","education_label","unemployed","household_income_label"
2413,2024-07-10 20:13:10,12,"en",32284861,2024-07-10 20:09:26,2024-07-10 20:13:10,NA,"consent given",6,15,2,3,4,1,0,30,5,85,50,85,80,4,NA,NA,NA,NA,NA,NA,NA,6,7,7,2,0,1,3,2,4,4,3,6,6,"No party stated",NA,"Y","Y",NA,"Y","Y","Y","Y","Y","Y",NA,NA,NA,"Y",NA,"2",NA,0,"5",NA,5,NA,"1",NA,5,"1",NA,"Men",NA,NA,NA,228.44,NA,NA,NA,NA,9.26,NA,NA,25.05,NA,NA,NA,NA,30.64,NA,NA,NA,4.57,NA,NA,24.74,NA,NA,NA,NA,NA,30.81,NA,NA,35.44,NA,NA,NA,29.91,NA,NA,NA,27.36,NA,NA,NA,NA,NA,NA,NA,10.66,NA,NA,"668ece4e715f11ff98eb7918","AWAITING REVIEW","Not Applicable",2024-07-10 18:09:22.921,2024-07-10 18:13:17.222,NA,2024-07-10 18:15:07.540067,235,"CBDIKNY0",2601,"Liberal","40","Male","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time",67.5,0,1,"t2",4,7,2,2.5,3,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Above $200,000 per year"
2415,2024-07-10 20:11:37,12,"en",705026916,2024-07-10 20:09:41,2024-07-10 20:11:37,NA,"consent given",7,0,1,5,3,1,0,100,90,27,88,62,90,5,NA,NA,NA,NA,NA,NA,NA,9,8,8,9,8,1,4,4,4,4,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3",NA,5,NA,"1",NA,3,"2",NA,"Men",NA,NA,NA,119.31,NA,NA,NA,NA,11.4,NA,NA,27.85,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,15.73,NA,NA,NA,NA,NA,NA,NA,26.07,NA,NA,NA,NA,NA,NA,NA,4.66,NA,NA,"668ece5bd221c79d119f4a73","AWAITING REVIEW","Not Applicable",2024-07-10 18:09:37.773,2024-07-10 18:11:42.957,NA,2024-07-10 18:14:18.683838,126,"CBDIKNY0",344,"Liberal","41","Male","Black","United States","United States","United States","English","Yes","Full-Time",75,0,1,"control",9,8,2,3,4,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,0,"Black","Non-white","Black","5 - 80s",3,0,"Other","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
2417,2024-07-10 20:14:52,12,"en",1908461226,2024-07-10 20:09:54,2024-07-10 20:14:52,NA,"consent given",1,100,7,5,1,1,100,0,0,0,0,92,24,5,NA,NA,NA,NA,NA,NA,NA,10,8,10,10,9,1,5,2,5,4,2,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2",NA,5,NA,"1",NA,4,"1",NA,"Women",NA,NA,NA,300.18,NA,NA,NA,NA,7.18,NA,NA,43.51,NA,NA,NA,NA,55.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.69,NA,NA,89.08,NA,NA,NA,NA,NA,NA,NA,44.03,NA,NA,NA,NA,NA,NA,NA,8.74,NA,NA,"668ece47703366ed9d31d2d3","AWAITING REVIEW","Not Applicable",2024-07-10 18:09:22.908,2024-07-10 18:14:54.823,NA,2024-07-10 18:15:31.824223,332,"CBDIKNY0",334,"Conservative","55","Female","White","United States","United States","United States","English","No","Part-Time",46,2,0,"control",10,9,2,2,3.5,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",1,1,"White","White","White","3 - 60s",5,0,"Other","4-Year College Degree",0,"Between $120,000 and $199,999 per year"
2418,2024-07-10 20:15:21,12,"en",1604531679,2024-07-10 20:10:25,2024-07-10 20:15:21,NA,"consent given",2,96,7,5,1,1,97,0,35,0,5,100,2,4,NA,NA,NA,NA,NA,NA,NA,10,1,1,8,5,1,5,4,4,2,4,6,7,"Republican",NA,"Y","Y",NA,NA,NA,"Y","Y",NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"3",NA,3,NA,"-oth-","Disabled",4,"1",NA,"Women",NA,NA,NA,299.88,NA,NA,NA,NA,6.63,NA,NA,21.01,NA,NA,NA,NA,27.94,NA,NA,NA,5.05,NA,NA,25.91,NA,NA,NA,NA,NA,42.29,NA,NA,57.16,NA,NA,NA,70.9,NA,NA,NA,32.85,NA,NA,NA,NA,NA,NA,NA,10.14,NA,NA,"668ecd969f7f7270e4f4cc28","AWAITING REVIEW","Not Applicable",2024-07-10 18:06:22.561,2024-07-10 18:15:25.76,NA,2024-07-10 18:15:46.305535,544,"CBDIKNY0",317,"Conservative","32","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",52.5,0,1,"t2",9,1,4,4,4,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","Some College",0,"Between $120,000 and $199,999 per year"
2419,2024-07-10 20:14:12,12,"en",638562250,2024-07-10 20:10:37,2024-07-10 20:14:12,NA,"consent given",6,20,2,1,5,1,0,30,50,100,50,50,100,1,NA,NA,NA,NA,NA,NA,NA,2,7,10,0,0,1,1,3,3,1,3,6,5,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,2,"4",NA,3,NA,"1",NA,1,"3",NA,"Men",NA,NA,NA,219.91,NA,NA,NA,NA,4.75,NA,NA,23.4,NA,NA,NA,NA,23.05,NA,NA,NA,2.48,NA,NA,21.35,NA,NA,NA,NA,NA,40.69,NA,NA,40.68,NA,NA,NA,33.29,NA,NA,NA,22.59,NA,NA,NA,NA,NA,NA,NA,7.63,NA,NA,"668ece96bc2ae7eae4f0616d","AWAITING REVIEW","Not Applicable",2024-07-10 18:10:33.943,2024-07-10 18:14:14.242,NA,2024-07-10 18:15:23.276701,221,"CBDIKNY0",3759,"Liberal","34","Male","Mixed","United States","United States","United States","English","No","Full-Time",50,1,NA,"t3",1,8.5,5,4,3,"Left-leaning","slight_left","Male","Male","Democratic",1,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,1,"Larger city or suburb to a larger city ","Some College",0,"Under $40,000 per year"
2420,2024-07-10 20:21:05,12,"en",496281668,2024-07-10 20:10:41,2024-07-10 20:21:05,NA,"consent given",5,35,2,5,2,1,10,70,30,71,60,85,75,3,NA,NA,NA,NA,NA,NA,NA,6,8,10,3,3,1,5,4,2,2,4,5,4,"Republican",NA,NA,"Y",NA,NA,NA,"Y",NA,NA,NA,"Y",NA,NA,"Y",NA,"1",NA,0,"2",NA,3,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,628.62,NA,NA,NA,NA,27.31,NA,NA,55.83,NA,NA,NA,NA,58.01,NA,NA,NA,17.95,NA,NA,124.76,NA,NA,NA,NA,NA,91.49,NA,NA,115.37,NA,NA,NA,97.42,NA,NA,NA,31.58,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,"668ece9b842de8bb5c970447","AWAITING REVIEW","Not Applicable",2024-07-10 18:10:35.27,2024-07-10 18:21:09.925,NA,2024-07-10 18:21:10.657399,635,"CBDIKNY0",2307,"Liberal","53","Male","White","United States","United States","United States","English","No","Full-Time",72.5,0,1,"t1",4.5,9,4,4,3,"Left-leaning","slight_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,0,"Other","Some College",0,"Between $40,000 and $79,999 per year"
2422,2024-07-10 20:22:13,12,"en",2058742474,2024-07-10 20:11:43,2024-07-10 20:22:13,NA,"consent given",2,27,1,5,2,1,23,95,46,73,33,77,65,3,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,9,1,4,4,2,4,5,8,6,"Republican",NA,"Y","Y","Y","Y","Y","Y","Y",NA,NA,"Y","Y","Y",NA,NA,"1",NA,0,"5",NA,6,NA,"1",NA,4,"2",NA,"Women",NA,NA,NA,634.32,NA,NA,NA,NA,26.14,NA,NA,35.8,NA,NA,NA,NA,86.19,NA,NA,NA,14.03,NA,NA,85.11,NA,NA,NA,NA,NA,31.87,NA,NA,168.54,NA,NA,NA,149.42,NA,NA,NA,24.61,NA,NA,NA,NA,NA,NA,NA,12.61,NA,NA,"668ece802eac88243a510720","AWAITING REVIEW","Not Applicable",2024-07-10 18:10:26.179,2024-07-10 18:22:38.558,NA,2024-07-10 18:22:40.166489,733,"CBDIKNY0",184,"Conservative","35","Female","Black","United States","United States","United States","English","No","Full-Time",55,0,1,"t1",10,10,2,3.5,3,"Left-leaning","slight_left","Female","Other","Democratic",1,1,"North America (US)",0,0,"Black","Non-white","Black","5 - 80s",3,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $120,000 and $199,999 per year"
2425,2024-07-10 20:14:33,12,"en",2006169068,2024-07-10 20:12:01,2024-07-10 20:14:33,NA,"consent given",2,50,5,5,1,1,84,25,27,41,18,78,31,1,NA,NA,NA,NA,NA,NA,NA,8,5,6,9,9,1,4,4,4,3,2,7,6,"Democratic",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"3",NA,5,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,156.36,NA,NA,NA,NA,5.67,NA,NA,15.65,NA,NA,NA,NA,15.76,NA,NA,NA,2.74,NA,NA,16.98,NA,NA,NA,NA,NA,24.3,NA,NA,28.07,NA,NA,NA,21.55,NA,NA,NA,18.42,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,"668ecee77795f536cbdfc737","AWAITING REVIEW","Not Applicable",2024-07-10 18:11:57.832,2024-07-10 18:14:38.516,NA,2024-07-10 18:15:28.333945,161,"CBDIKNY0",2677,"Conservative","58","Male","White","United States","United States","United States","English","No","Full-Time",48,2,0,"t3",8.5,5.5,3,2.5,4,"Centrist","middle","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,0,"Other","4-Year College Degree",0,"Between $120,000 and $199,999 per year"
2426,2024-07-10 20:15:37,12,"en",1287298504,2024-07-10 20:12:36,2024-07-10 20:15:37,NA,"consent given",3,73,6,5,4,1,76,38,21,44,46,94,80,4,NA,NA,NA,NA,NA,NA,NA,7,6,8,9,7,1,5,4,4,3,4,6,4,"Republican",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,0,"2",NA,4,NA,"1",NA,3,"1",NA,"Men",NA,NA,NA,184.01,NA,NA,NA,NA,10.33,NA,NA,29.65,NA,NA,NA,NA,21.53,NA,NA,NA,2.95,NA,NA,11.49,NA,NA,NA,NA,NA,27.41,NA,NA,33.08,NA,NA,NA,20.49,NA,NA,NA,19.97,NA,NA,NA,NA,NA,NA,NA,7.11,NA,NA,"668ecf09206477965ce8e193","AWAITING REVIEW","Not Applicable",2024-07-10 18:12:32.586,2024-07-10 18:15:42.308,NA,2024-07-10 18:15:58.44298,190,"CBDIKNY0",1846,"Conservative","43","Male","White","United States","United States","United States","English","No","Full-Time",70,0,1,"t2",8,7,3,3.5,4,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","2-Year College Degree",0,"Between $80,000 and $119,999 per year"
2427,2024-07-10 20:16:09,12,"en",64928987,2024-07-10 20:12:45,2024-07-10 20:16:09,NA,"consent given",6,14,1,5,2,1,3,79,2,98,39,61,90,5,NA,NA,NA,NA,NA,NA,NA,6,7,9,5,3,1,5,4,3,3,2,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5",NA,5,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,208.31,NA,NA,NA,NA,8.61,NA,NA,34.85,NA,NA,NA,NA,29.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.23,NA,NA,58.6,NA,NA,NA,NA,NA,NA,NA,25.43,NA,NA,NA,NA,NA,NA,NA,8.71,NA,NA,"668ecf0cd6b065f71b6e7c24","AWAITING REVIEW","Not Applicable",2024-07-10 18:12:38.123,2024-07-10 18:16:14.883,NA,2024-07-10 18:16:20.271218,217,"CBDIKNY0",3800,"Liberal","50","Male","White","United States","United States","United States","English","No","Full-Time",50,1,NA,"control",5.5,8,3,2.5,3.5,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
2428,2024-07-10 20:16:39,12,"en",1723884643,2024-07-10 20:12:47,2024-07-10 20:16:39,NA,"consent given",3,62,5,5,1,1,100,1,50,0,1,69,52,2,NA,NA,NA,NA,NA,NA,NA,10,7,8,10,5,1,4,1,5,4,2,0,10,"Democratic",NA,NA,"Y",NA,NA,NA,NA,"Y",NA,NA,NA,NA,"Y",NA,NA,"2",NA,0,"2",NA,4,NA,"1",NA,3,"1",NA,"Women",NA,NA,NA,234.81,NA,NA,NA,NA,12.5,NA,NA,17.82,NA,NA,NA,NA,45.48,NA,NA,NA,4.06,NA,NA,24.94,NA,NA,NA,NA,NA,27.64,NA,NA,30.23,NA,NA,NA,45.33,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,14.06,NA,NA,"668ecf142bfa4d141a2878d9","AWAITING REVIEW","Not Applicable",2024-07-10 18:12:45.039,2024-07-10 18:16:46.219,NA,2024-07-10 18:16:48.397136,242,"CBDIKNY0",101,"Conservative","40","Female","White","United States","United States","United States","English","No","Part-Time",35,2,0,"t4",10,7.5,2,2,3,"Right-leaning","slight_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","2-Year College Degree",0,"Between $80,000 and $119,999 per year"
2429,2024-07-10 20:17:00,12,"en",806846130,2024-07-10 20:12:54,2024-07-10 20:17:00,NA,"consent given",3,74,5,4,3,1,63,3,67,2,12,59,35,5,NA,NA,NA,NA,NA,NA,NA,8,1,5,7,1,1,4,2,5,3,4,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5",NA,5,NA,"1",NA,3,"1",NA,"Men",NA,NA,NA,248.13,NA,NA,NA,NA,19.42,NA,NA,27.1,NA,NA,NA,NA,34.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.85,NA,NA,54.91,NA,NA,NA,NA,NA,NA,NA,53.47,NA,NA,NA,NA,NA,NA,NA,7.33,NA,NA,"668ecf112f35359a19eb7918","AWAITING REVIEW","Not Applicable",2024-07-10 18:12:47.538,2024-07-10 18:17:03.669,NA,2024-07-10 18:17:05.917431,257,"CBDIKNY0",5828,"Conservative","56","Male","White","Spain","United States","United States","English","No","Full-Time",35.5,2,0,"control",7.5,3,3,3.5,3.5,"Right-leaning","slight_right","Male","Male","Republican",3,0,"Europe",0,1,"White","White","White","3 - 60s",5,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
2430,2024-07-10 20:15:56,12,"en",76781351,2024-07-10 20:13:10,2024-07-10 20:15:56,NA,"consent given",2,85,6,4,2,1,85,82,75,16,44,85,59,5,NA,NA,NA,NA,NA,NA,NA,5,2,0,9,7,1,4,2,3,3,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4",NA,6,NA,"0",NA,4,"1",NA,"Women",NA,NA,NA,168.5,NA,NA,NA,NA,6.21,NA,NA,23.39,NA,NA,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.53,NA,NA,36.22,NA,NA,NA,NA,NA,NA,NA,20.53,NA,NA,NA,NA,NA,NA,NA,5.52,NA,NA,"668ecf23b7b123763c379d6e","AWAITING REVIEW","Not Applicable",2024-07-10 18:13:06.222,2024-07-10 18:15:58.973,NA,2024-07-10 18:16:12.766358,173,"CBDIKNY0",175,"Conservative","36","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",64.5,0,1,"control",7,1,3,3.5,2.5,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",1,"Between $120,000 and $199,999 per year"
2431,2024-07-10 20:18:21,12,"en",1609686430,2024-07-10 20:13:11,2024-07-10 20:18:21,NA,"consent given",3,56,5,3,2,1,55,34,59,55,45,52,64,3,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,5,1,3,2,2,3,3,6,5,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,"1",NA,0,"3",NA,2,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,313.91,NA,NA,NA,NA,7.34,NA,NA,14.46,NA,NA,NA,NA,7.89,NA,NA,NA,2.53,NA,NA,2,NA,NA,NA,NA,NA,9.7,NA,NA,17.94,NA,NA,NA,61.26,NA,NA,NA,185.16,NA,NA,NA,NA,NA,NA,NA,5.63,NA,NA,"668ecf35aafff4de1ab41470","AWAITING REVIEW","Not Applicable",2024-07-10 18:13:09.102,2024-07-10 18:18:22.917,NA,2024-07-10 18:18:23.747757,314,"CBDIKNY0",5921,"Conservative","33","Male","White","United States","United States","United States","English","No","Full-Time",48.5,2,0,"t1",5.5,5.5,3,3,2,"Centrist","middle","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","6 - 90s",2,0,"Other","High School Graduate",0,"Between $40,000 and $79,999 per year"
2432,2024-07-10 20:47:08,12,"en",1617901911,2024-07-10 20:13:23,2024-07-10 20:47:08,NA,"consent given",1,100,7,5,1,1,100,0,61,33,0,95,41,4,NA,NA,NA,NA,NA,NA,NA,10,5,3,10,6,1,3,4,4,3,4,9,9,"No party stated",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chinese","2",NA,0,"4",NA,5,NA,"0",NA,2,"1",NA,"Women",NA,NA,NA,2029.85,NA,NA,NA,NA,14.21,NA,NA,24.89,NA,NA,NA,NA,33.59,NA,NA,NA,7.42,NA,NA,1741.79,NA,NA,NA,NA,NA,46.3,NA,NA,54.7,NA,NA,NA,58.03,NA,NA,NA,32.08,NA,NA,NA,NA,NA,NA,NA,16.84,NA,NA,"668ece00cbf6d68a9475f0b4","AWAITING REVIEW","Not Applicable",2024-07-10 18:13:19.928,2024-07-10 18:47:16.047,NA,2024-07-10 18:47:17.380962,2037,"CBDIKNY0",175,"Conservative","66","Female","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",47.5,2,0,"t2",10,4,3,3.5,4,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","2 - 1950s",6,1,"Larger city or suburb to a larger city ","4-Year College Degree",1,"Between $40,000 and $79,999 per year"
2433,2024-07-10 20:16:17,12,"en",1615471648,2024-07-10 20:13:47,2024-07-10 20:16:17,NA,"consent given",2,85,6,5,1,1,99,1,49,1,1,49,1,5,NA,NA,NA,NA,NA,NA,NA,10,0,0,10,10,1,5,1,5,4,4,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4",NA,3,NA,"1",NA,2,"1",NA,"Women",NA,NA,NA,152.36,NA,NA,NA,NA,7.3,NA,NA,24.84,NA,NA,NA,NA,22.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,28.28,NA,NA,NA,NA,NA,NA,NA,4.21,NA,NA,"668ecf15c2ca7b64dea77c90","AWAITING REVIEW","Not Applicable",2024-07-10 18:13:42.721,2024-07-10 18:16:19.813,NA,2024-07-10 18:16:23.550774,158,"CBDIKNY0",3389,"Conservative","63","Female","White","United States","United States","United States","English","No","Full-Time",25,2,0,"control",10,0,2,3,3,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,1,"Larger city or suburb to a larger city ","Some College",0,"Between $40,000 and $79,999 per year"
2434,2024-07-10 20:17:52,12,"en",1470169217,2024-07-10 20:13:51,2024-07-10 20:17:52,NA,"consent given",6,73,4,4,4,1,17,61,1,100,88,89,90,2,NA,NA,NA,NA,NA,NA,NA,5,10,10,10,6,1,4,4,5,4,5,8,8,"Democratic",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,2,"3",NA,6,NA,"1",NA,3,"3",NA,"Men",NA,NA,NA,246.1,NA,NA,NA,NA,7.87,NA,NA,24.56,NA,NA,NA,NA,23.34,NA,NA,NA,3.61,NA,NA,40.72,NA,NA,NA,NA,NA,36.32,NA,NA,54.41,NA,NA,NA,27.81,NA,NA,NA,23.08,NA,NA,NA,NA,NA,NA,NA,4.38,NA,NA,"668ecf539cd488a046e9b4ca","AWAITING REVIEW","Not Applicable",2024-07-10 18:13:47.647,2024-07-10 18:17:56.81,NA,2024-07-10 18:17:57.600573,250,"CBDIKNY0",296,"Liberal","26","Male","Other","United States","United States","United States","English","No","Part-Time",88.5,0,1,"t4",7.5,10,2,3.5,4.5,"Right-leaning","slight_right","Male","Male","Independent",2,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,0,"Other","Post Graduate (e.g., masters, PhD, JD)",0,"Between $80,000 and $119,999 per year"
2437,2024-07-10 20:19:07,12,"en",482031729,2024-07-10 20:14:09,2024-07-10 20:19:07,NA,"consent given",1,86,7,4,1,1,0,0,16,17,0,100,0,2,NA,NA,NA,NA,NA,NA,NA,9,6,6,9,7,1,4,4,4,1,4,9,8,"Democratic",NA,NA,"Y",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,"Y",NA,"1",NA,0,"4",NA,3,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,304.13,NA,NA,NA,NA,13.56,NA,NA,33.7,NA,NA,NA,NA,37.15,NA,NA,NA,5.9,NA,NA,24.71,NA,NA,NA,NA,NA,44.71,NA,NA,53.4,NA,NA,NA,63.76,NA,NA,NA,22.56,NA,NA,NA,NA,NA,NA,NA,4.68,NA,NA,"668ecf5e2f35359a19eb792b","AWAITING REVIEW","Not Applicable",2024-07-10 18:13:54.759,2024-07-10 18:19:08.944,NA,2024-07-10 18:19:09.74437,315,"CBDIKNY0",189,"Conservative","54","Male","White","United States","United States","United States","English","No","Full-Time",50,1,NA,"t4",9,6,5,4.5,4,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,1,"Larger city or suburb to a larger city ","Some College",0,"Between $120,000 and $199,999 per year"
2439,2024-07-10 20:52:29,12,"en",998088955,2024-07-10 20:14:49,2024-07-10 20:52:29,NA,"consent given",2,76,6,5,1,1,75,0,55,0,9,54,41,1,NA,NA,NA,NA,NA,NA,NA,0,0,6,10,6,1,5,4,4,2,3,7,5,"Republican",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"4",NA,5,NA,"1",NA,3,"1",NA,"Men",NA,NA,NA,2264.76,NA,NA,NA,NA,515.36,NA,NA,129.6,NA,NA,NA,NA,111.28,NA,NA,NA,7.28,NA,NA,61.63,NA,NA,NA,NA,NA,590.71,NA,NA,464.51,NA,NA,NA,141.78,NA,NA,NA,207.3,NA,NA,NA,NA,NA,NA,NA,35.31,NA,NA,"668ecf07351ea9cb2496ae64","AWAITING REVIEW","Not Applicable",2024-07-10 18:13:11.562,2024-07-10 18:52:32.469,NA,2024-07-10 18:53:47.024043,2361,"CBDIKNY0",1835,"Conservative","62","Male","White","United States","United States","United States","English","No","Full-Time",31.5,2,0,"t3",5,3,4,3.5,4,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
2440,2024-07-10 20:20:54,12,"en",2031120380,2024-07-10 20:15:15,2024-07-10 20:20:54,NA,"consent given",6,16,1,4,4,1,0,75,9,76,48,53,67,4,NA,NA,NA,NA,NA,NA,NA,3,10,10,3,1,1,4,4,2,2,3,6,3,"Republican",NA,"Y",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"Y",NA,"2",NA,0,"2",NA,5,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,343.84,NA,NA,NA,NA,25.01,NA,NA,27.37,NA,NA,NA,NA,47.21,NA,NA,NA,3.75,NA,NA,30.61,NA,NA,NA,NA,NA,56.66,NA,NA,64.68,NA,NA,NA,51.46,NA,NA,NA,25.68,NA,NA,NA,NA,NA,NA,NA,11.41,NA,NA,"668ecfaef884ec4969577b04","AWAITING REVIEW","Not Applicable",2024-07-10 18:15:10.789,2024-07-10 18:20:56.881,NA,2024-07-10 18:20:57.674643,347,"CBDIKNY0",145,"Liberal","54","Male","White","United States","United States","United States","English","No","Part-Time",50.5,0,1,"t2",3,10,4,3.5,3,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,0,"Other","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
